Current,Temperature,Voltage,SoC
0.0855009,15,4.19087,0.995787
0.638994,30,3.95867,0.774852
0.586085,25,3.99388,0.808354
0.317195,10,4.13315,0.940868
0.465975,10,4.06116,0.872366
0.471274,15,4.06085,0.872078
0.717107,25,3.89364,0.712975
0.0066,25,4.19527,0.999975
0.371888,30,4.11519,0.923773
0.6794,35,3.93023,0.747795
0.86063,25,3.76048,0.586284
0.0984011,40,4.18978,0.994745
0.627892,10,3.95167,0.768188
1.09477,40,3.50974,0.347708
1.22859,30,3.31657,0.163911
1.00255,35,3.617,0.449758
0.215003,35,4.16877,0.974757
0.323494,30,4.13468,0.942323
0.42678,25,4.08852,0.898403
0.524875,40,4.03821,0.850537
0.334992,35,4.1309,0.938721
0.694803,15,3.90293,0.721815
0.836226,40,3.79614,0.620213
0.43198,35,4.08819,0.898091
0.578984,10,3.98817,0.802917
0.549379,20,4.01573,0.829145
1.09167,40,3.51364,0.351419
1.06556,30,3.53555,0.372261
1.06906,35,3.53731,0.373941
0.221103,10,4.1651,0.971268
1.09117,30,3.50328,0.34156
0.095901,25,4.18991,0.994868
0.672799,30,3.93294,0.750373
0.343691,15,4.12381,0.931975
0.476674,40,4.06575,0.876737
1.13178,40,3.46232,0.302585
0.125002,25,4.18614,0.991282
0.750512,15,3.85409,0.675343
0.395584,20,4.10222,0.911434
0.289098,30,4.14689,0.953937
0.469375,15,4.06194,0.873108
0.101001,15,4.18912,0.994122
0.990852,35,3.63047,0.462582
0.259702,35,4.15659,0.963171
0.950245,25,3.66489,0.495325
0.948945,30,3.67259,0.502655
0.814023,30,3.811,0.634352
0.0327,10,4.19464,0.99937
0.0565004,20,4.1934,0.998191
0.290898,20,4.14497,0.95211
0.441878,35,4.08323,0.893366
1.20839,35,3.3533,0.198861
0.523074,10,4.02625,0.839156
0.994753,20,3.60528,0.438612
0.343791,35,4.12747,0.935459
0.393085,25,4.10472,0.913816
1.20079,30,3.3562,0.201615
0.417282,25,4.09322,0.902876
0.844228,40,3.78845,0.612892
0.935943,20,3.67323,0.503262
0.664198,40,3.94368,0.760585
0.715106,35,3.9016,0.720552
0.519174,35,4.04057,0.852779
0.148802,20,4.18213,0.987467
0.953946,25,3.66073,0.491372
0.0303,10,4.19473,0.999459
0.608889,15,3.97082,0.786414
0.0283,10,4.1948,0.999528
0.521474,30,4.03774,0.850087
0.347491,40,4.12646,0.934505
0.379786,25,4.11075,0.91955
0.818223,30,3.80702,0.63056
0.730309,35,3.88896,0.708526
0.100801,35,4.18947,0.994449
0.891636,30,3.73401,0.561095
0.238503,35,4.16265,0.968938
0.243804,30,4.16087,0.96724
0.127502,30,4.18588,0.991037
0.813823,15,3.79396,0.618138
1.22609,10,3.26209,0.112079
0.172002,15,4.17739,0.982961
0.698604,35,3.91502,0.733318
0.092201,30,4.19037,0.995312
0.522574,25,4.03519,0.847655
0.0490003,20,4.19387,0.998639
0.766615,30,3.85454,0.67578
1.01676,20,3.57877,0.413389
0.961147,10,3.62342,0.45587
1.14938,15,3.39252,0.236178
0.114601,35,4.18776,0.992825
0.004,35,4.19529,0.999991
0.405283,40,4.10166,0.910903
0.0146,15,4.19517,0.999876
1.19799,30,3.36014,0.205363
1.21669,20,3.31054,0.158169
0.956646,15,3.64021,0.471846
0.2747,10,4.14869,0.955651
0.0580004,25,4.19333,0.998121
0.208703,30,4.17007,0.975993
1.16448,30,3.40652,0.249499
0.369888,35,4.11678,0.925287
1.16958,30,3.39955,0.242863
1.10007,30,3.49188,0.330711
0.0167,40,4.19514,0.999848
0.760814,40,3.86502,0.685748
0.0632005,15,4.19288,0.997697
0.833526,40,3.79872,0.622667
0.789619,35,3.83708,0.659167
0.726908,15,3.87524,0.695474
0.318695,35,4.13701,0.944539
1.00635,15,3.58077,0.415292
0.2753,20,4.15022,0.957109
1.11357,35,3.48105,0.320413
0.828225,30,3.79745,0.621452
1.20379,20,3.32935,0.176066
0.499271,15,4.0444,0.856421
1.06296,15,3.50933,0.347317
0.968748,35,3.65549,0.486385
1.05136,10,3.51048,0.348416
0.6786,25,3.9252,0.743009
0.79642,15,3.81098,0.634329
1.08087,15,3.4859,0.325026
1.01176,35,3.60628,0.439566
1.08457,10,3.4663,0.306379
1.11907,20,3.44769,0.288664
0.0233,30,4.19498,0.9997
0.0336,35,4.19465,0.999382
0.298997,30,4.14352,0.950728
0.908838,20,3.70313,0.531708
0.813123,20,3.80157,0.625376
0.621391,35,3.9736,0.789062
0.531176,30,4.03182,0.844456
0.231203,40,4.16483,0.971006
1.04526,20,3.54355,0.379874
0.178902,15,4.17593,0.981567
0.455876,20,4.07167,0.88237
1.11847,25,3.45931,0.299722
0.685501,25,3.91967,0.737749
0.897437,40,3.73539,0.562409
0.540777,15,4.01826,0.831548
0.580784,30,3.99985,0.81403
0.167602,40,4.17928,0.984762
0.365388,20,4.11589,0.924441
0.988152,20,3.61312,0.446069
0.129102,15,4.18521,0.990399
0.416282,40,4.09651,0.906
0.745611,15,3.85853,0.679576
0.0653005,25,4.1928,0.997619
0.727308,25,3.88498,0.704739
1.02946,35,3.58539,0.419689
1.21319,20,3.31566,0.163045
0.144902,30,4.18314,0.988425
0.329093,10,4.1284,0.936348
0.268501,15,4.15167,0.958485
0.484773,15,4.05304,0.864642
0.831426,35,3.79806,0.622035
0.224003,10,4.16431,0.970509
1.08817,40,3.51803,0.355595
0.774616,10,3.82429,0.646995
0.0157,25,4.19515,0.999862
0.582684,10,3.98551,0.800388
0.155302,40,4.18155,0.986916
0.0319,10,4.19467,0.9994
0.730709,10,3.86522,0.685942
0.0286,15,4.1948,0.999528
1.09897,25,3.4849,0.324073
0.877233,25,3.7435,0.570122
1.17198,35,3.40363,0.246748
0.016,40,4.19515,0.99986
1.01196,20,3.58461,0.418941
0.759314,20,3.85205,0.673406
0.787318,25,3.83156,0.653909
0.752212,35,3.87028,0.69075
0.219503,40,4.16783,0.973866
0.586785,20,3.99043,0.805073
0.585885,20,3.99106,0.805671
0.571983,35,4.00748,0.821292
0.764214,15,3.84149,0.663359
0.767715,10,3.83089,0.653269
0.437479,30,4.08442,0.894505
0.292998,15,4.14334,0.950563
0.501471,30,4.0496,0.861371
1.01426,20,3.58181,0.416284
1.14938,30,3.42699,0.268969
1.20409,25,3.34146,0.18759
0.244404,20,4.15977,0.966196
1.09297,10,3.4549,0.29553
0.241304,15,4.16006,0.966469
0.0699006,40,4.19251,0.997347
0.35669,10,4.11671,0.925223
0.530376,10,4.0215,0.834633
0.845128,40,3.78758,0.612064
1.21579,10,3.27783,0.127055
0.316295,30,4.13735,0.944862
1.11077,20,3.4588,0.299242
0.240103,30,4.16191,0.968227
0.309196,35,4.14043,0.947796
1.15068,10,3.37413,0.218677
1.13558,20,3.42533,0.267395
1.03206,30,3.57658,0.411306
1.15338,10,3.37024,0.214981
0.462476,20,4.06806,0.878938
0.610689,10,3.96484,0.780726
0.588385,25,3.9923,0.806846
0.767815,20,3.84431,0.666038
0.338992,15,4.12575,0.933823
0.219103,35,4.16775,0.973785
0.398884,25,4.10203,0.911254
0.135002,15,4.18427,0.989501
0.884834,35,3.74523,0.571774
0.85953,10,3.73828,0.565155
0.884434,20,3.72928,0.556594
1.03276,30,3.57574,0.410503
0.781317,20,3.83183,0.654167
0.35169,35,4.12431,0.932459
0.625491,25,3.96586,0.781696
1.15718,15,3.38151,0.225704
0.189203,20,4.17401,0.979739
0.945144,40,3.68502,0.51448
0.108601,25,4.18838,0.993419
0.765615,20,3.84632,0.667953
1.18558,40,3.39045,0.234208
0.0640005,10,4.19277,0.99759
0.397084,40,4.10541,0.914472
1.21669,30,3.33365,0.180161
0.471074,40,4.06878,0.879617
0.889535,35,3.74043,0.567199
0.947745,35,3.67873,0.508496
0.0204,15,4.19505,0.999759
0.732709,10,3.86341,0.684217
0.483273,40,4.06214,0.873299
0.161502,25,4.18001,0.98545
0.490172,35,4.05738,0.868773
0.405183,10,4.09388,0.903504
0.414882,15,4.09111,0.900869
0.286099,20,4.14662,0.953678
0.658797,30,3.94376,0.760666
0.803021,35,3.8248,0.647474
0.225603,10,4.16386,0.970086
0.707105,20,3.89769,0.716836
1.12177,25,3.45493,0.295557
0.766915,30,3.85428,0.675526
0.691102,40,3.92285,0.740773
0.590886,35,3.99485,0.809278
0.297497,35,4.14451,0.951672
1.18238,20,3.36009,0.205318
0.493571,30,4.05416,0.865705
0.433479,35,4.08745,0.897382
0.264102,30,4.1549,0.961558
0.0317,10,4.19468,0.999408
0.329393,25,4.1317,0.939485
0.55388,15,4.00957,0.823283
0.731809,15,3.87091,0.691348
0.995353,20,3.60457,0.437932
0.0742007,20,4.19202,0.996881
0.497071,40,4.05442,0.865957
0.0633005,10,4.19282,0.997642
1.22659,10,3.26133,0.111348
1.22139,35,3.33494,0.18139
1.17188,40,3.40908,0.251932
1.07667,35,3.52787,0.364958
0.709505,35,3.90619,0.724918
0.0317,35,4.19472,0.99945
0.6791,30,3.928,0.74567
0.829925,10,3.76929,0.594665
0.861731,25,3.75937,0.585223
0.132302,25,4.18504,0.990235
1.14068,40,3.45067,0.2915
1.17958,25,3.37611,0.220558
0.292898,30,4.14561,0.952718
0.712206,10,3.88175,0.701668
0.901437,25,3.71815,0.546
0.112401,10,4.18749,0.992571
1.09557,40,3.50873,0.346749
1.04596,35,3.56559,0.400843
0.0101,10,4.19524,0.999939
0.745711,35,3.87588,0.696081
0.417781,25,4.09298,0.902644
1.08557,35,3.51673,0.354355
0.603688,40,3.98747,0.802254
0.68,10,3.9095,0.728071
0.188103,15,4.17388,0.979623
0.809522,10,3.79003,0.614394
0.73701,30,3.8804,0.700378
0.898637,15,3.7057,0.534155
0.0695006,25,4.19247,0.997303
0.991852,40,3.63313,0.465105
1.11357,40,3.48585,0.324974
0.91584,35,3.71304,0.54114
0.211603,30,4.16936,0.975321
0.155702,20,4.18088,0.986278
0.460076,40,4.07462,0.885174
0.495071,10,4.04387,0.855921
0.309396,25,4.13919,0.946611
0.194603,30,4.17336,0.979127
1.21999,10,3.27143,0.120964
0.140402,10,4.18312,0.988411
1.05506,25,3.54082,0.377281
0.792919,40,3.8365,0.658613
0.239603,20,4.16115,0.96751
0.35679,20,4.11958,0.927956
1.23689,40,3.3187,0.165939
0.55658,35,4.01746,0.830792
0.622191,25,3.96828,0.783996
0.632993,15,3.95268,0.769155
0.35619,25,4.12093,0.929238
1.06396,25,3.52967,0.366674
0.265702,40,4.15506,0.961709
1.13388,15,3.41417,0.256775
1.19389,25,3.35597,0.201401
0.641894,15,3.9458,0.762611
0.802021,35,3.82572,0.648354
0.146802,20,4.18248,0.987801
1.16518,10,3.35316,0.198722
0.661297,10,3.92502,0.74284
0.591686,25,3.99001,0.804672
0.531776,10,4.02058,0.833758
0.664598,35,3.94167,0.758677
0.344591,25,4.12569,0.933772
1.05926,30,3.54337,0.379701
0.111901,25,4.18796,0.993013
0.867732,40,3.76542,0.590978
0.265702,15,4.15257,0.959346
0.181902,10,4.17486,0.980551
0.931942,35,3.69587,0.524807
0.2758,35,4.15165,0.958464
1.18768,10,3.32007,0.167244
0.0328,15,4.19465,0.999379
1.22639,15,3.28047,0.12956
1.10937,40,3.49122,0.330087
0.731209,15,3.87144,0.691855
0.214103,25,4.16843,0.974433
0.786518,35,3.8399,0.661844
0.285799,25,4.14742,0.954444
0.410382,15,4.09336,0.903008
0.164002,10,4.17868,0.98419
1.05376,10,3.50734,0.345422
0.573583,20,3.99955,0.813751
0.0035,40,4.19529,0.999993
0.552879,15,4.01024,0.823921
0.442878,25,4.08031,0.890592
0.6761,30,3.93036,0.747915
1.21049,15,3.30422,0.152164
0.0171,20,4.19513,0.999834
0.576083,40,4.00605,0.819936
1.01466,35,3.60289,0.436333
0.784118,15,3.82278,0.645561
1.05496,10,3.50576,0.343922
0.407383,35,4.10005,0.909369
0.569182,30,4.00758,0.82139
0.681501,25,3.92289,0.740805
1.14958,20,3.4061,0.249097
0.881134,10,3.71495,0.542958
0.0755007,10,4.19178,0.996647
0.439279,35,4.08454,0.894617
0.79732,20,3.81676,0.639826
0.0729007,35,4.19225,0.997095
0.375287,15,4.11005,0.918891
0.861831,35,3.7684,0.593811
1.23809,30,3.30281,0.150821
0.852329,15,3.75499,0.581055
1.18448,25,3.36924,0.214021
0.522974,30,4.03683,0.849223
0.550779,40,4.02232,0.835414
0.0134,20,4.19519,0.999898
0.774816,15,3.83159,0.653936
0.452177,40,4.07873,0.889085
0.0606005,20,4.19311,0.997919
0.140302,10,4.18314,0.988428
0.0333,25,4.19465,0.99938
0.768615,10,3.83003,0.652453
1.04616,40,3.56957,0.404635
0.125302,30,4.1862,0.991344
0.532076,10,4.02038,0.83357
1.16858,15,3.36529,0.210263
0.198203,25,4.17227,0.978088
0.366188,40,4.11886,0.927266
0.698604,20,3.90482,0.723613
0.782417,40,3.84596,0.667613
0.587385,40,3.99855,0.812797
0.509272,40,4.04742,0.859294
0.0497003,25,4.19385,0.99862
0.637593,30,3.95971,0.775839
0.522474,25,4.03525,0.847713
0.905338,40,3.72723,0.554645
1.09117,40,3.51427,0.352016
0.143202,25,4.18328,0.98856
0.823524,10,3.77585,0.600908
1.14968,10,3.37557,0.220044
1.01786,25,3.58638,0.420627
0.410782,30,4.09755,0.906991
0.310096,15,4.1371,0.944625
0.841527,35,3.78832,0.612772
0.901237,10,3.69271,0.521801
1.16238,25,3.39999,0.243284
0.805321,25,3.8147,0.637866
0.423781,25,4.09002,0.899827
0.402184,15,4.09739,0.906846
1.17028,15,3.36285,0.207947
0.604188,35,3.98572,0.800588
0.0521003,15,4.19365,0.998435
0.717807,35,3.89937,0.718434
0.790419,40,3.83877,0.660767
0.764815,25,3.85209,0.673447
0.468275,10,4.05983,0.871102
0.193703,10,4.17212,0.977947
0.538177,15,4.01996,0.833165
0.125102,20,4.18599,0.99114
0.34989,20,4.12248,0.930715
0.603088,25,3.98202,0.797066
0.707205,20,3.89761,0.716756
0.241504,40,4.16205,0.968366
1.19819,40,3.37312,0.217719
0.681301,35,3.92875,0.74638
0.202703,30,4.1715,0.977353
0.578984,40,4.00414,0.818117
0.909439,20,3.70247,0.531088
0.640494,25,3.95471,0.771089
0.100501,25,4.18938,0.994364
0.773516,20,3.83906,0.661051
0.640694,20,3.95103,0.76758
0.394485,15,4.10111,0.910379
0.135602,40,4.18482,0.990024
0.127602,40,4.18602,0.991166
0.397984,35,4.10439,0.913503
1.09137,25,3.49475,0.333444
0.776617,15,3.82989,0.652323
0.149902,15,4.1817,0.987057
0.879834,40,3.75331,0.579456
0.321994,30,4.13524,0.942857
0.937043,30,3.68567,0.515097
0.525575,25,4.03334,0.8459
0.712306,30,3.90118,0.720156
0.669499,15,3.92386,0.741732
0.240103,40,4.16244,0.968731
0.635293,35,3.96356,0.779509
0.145702,35,4.18311,0.988405
0.579784,30,4.00052,0.814671
0.575083,40,4.00671,0.820561
0.853029,25,3.76815,0.593579
0.471774,15,4.06057,0.871807
0.682801,15,3.91295,0.731354
0.521074,25,4.0361,0.848529
0.728509,40,3.89252,0.71191
0.03,30,4.19478,0.999503
0.457476,40,4.07598,0.886469
0.409183,20,4.09571,0.905239
0.752913,10,3.84483,0.666533
0.549379,40,4.0232,0.836251
0.546578,25,4.02013,0.833332
1.14908,40,3.43958,0.280956
0.891336,20,3.72196,0.549626
0.603588,35,3.98613,0.800984
0.451377,15,4.07197,0.882656
0.743811,40,3.87964,0.69966
0.224303,30,4.16616,0.97227
0.398284,20,4.10094,0.910221
0.406383,20,4.09706,0.906531
0.836726,35,3.79296,0.617188
0.761714,40,3.86424,0.685003
0.487972,25,4.05569,0.867168
0.610289,15,3.96979,0.78543
0.503171,40,4.05094,0.862645
0.407083,20,4.09673,0.906209
0.163702,10,4.17874,0.984247
0.91744,30,3.70684,0.53524
0.42858,30,4.08889,0.898754
1.06556,10,3.49176,0.3306
0.987552,25,3.62225,0.454757
0.530976,15,4.02462,0.837601
0.724208,40,3.89609,0.715306
0.143902,35,4.18341,0.98869
1.17228,30,3.39584,0.239338
0.43238,30,4.087,0.896951
0.703104,25,3.90532,0.72409
0.364489,25,4.11742,0.925901
0.579884,40,4.00355,0.817551
0.610489,25,3.97675,0.792051
0.664498,25,3.93632,0.753591
0.102901,10,4.18876,0.993774
0.443478,30,4.08136,0.891591
0.270401,10,4.15014,0.957028
1.19799,10,3.30471,0.152626
1.09327,20,3.48196,0.321278
0.345491,20,4.1243,0.932447
0.603988,20,3.97824,0.793468
0.007,15,4.19527,0.999971
1.00835,35,3.61025,0.443343
0.126702,10,4.18538,0.990562
0.635993,40,3.96461,0.780505
0.634993,20,3.95536,0.771701
0.346891,15,4.12247,0.930702
0.293598,35,4.14583,0.95293
0.6773,10,3.91177,0.730229
1.24539,15,3.25166,0.102146
0.761814,15,3.84371,0.665474
0.117901,20,4.18703,0.99213
0.0212,15,4.19503,0.99974
0.240903,20,4.16078,0.967157
0.457376,20,4.07086,0.881594
0.300797,35,4.14337,0.950593
0.453577,35,4.07721,0.887643
0.663698,20,3.93315,0.750573
0.289198,10,4.14364,0.950846
0.105201,20,4.18871,0.993734
0.579584,15,3.99192,0.806491
0.91844,15,3.68381,0.51333
0.718307,40,3.90095,0.719933
1.06256,40,3.54969,0.385722
0.681701,35,3.92843,0.746082
0.404383,30,4.10057,0.909867
0.0277,10,4.19482,0.999548
0.416082,20,4.09232,0.902015
0.581284,20,3.99426,0.808713
0.268001,30,4.1537,0.960415
0.090601,40,4.19062,0.995545
0.875033,20,3.73916,0.565997
1.13668,35,3.45092,0.29174
0.79882,25,3.82083,0.643702
0.893136,25,3.72692,0.554348
0.803421,10,3.79613,0.620197
1.18038,20,3.36293,0.208024
0.79872,25,3.82092,0.643791
0.374087,40,4.11552,0.924094
0.985751,35,3.6363,0.468123
0.895336,35,3.73446,0.561518
0.0487003,20,4.19389,0.998656
0.577884,10,3.98895,0.803665
0.815323,30,3.80977,0.63318
0.577684,15,3.99325,0.807759
1.11537,30,3.47205,0.311848
0.487072,40,4.06003,0.871298
0.995153,10,3.58206,0.416522
0.458176,10,4.06561,0.876604
1.22049,40,3.34198,0.188091
0.381486,30,4.111,0.919787
0.753513,30,3.86611,0.686787
1.24469,35,3.30152,0.149588
0.0739007,30,4.19213,0.996987
0.006,35,4.19528,0.99998
0.848528,10,3.74993,0.576244
0.55568,20,4.01159,0.825202
0.61919,20,3.96716,0.782932
1.22359,20,3.30039,0.148515
0.416482,35,4.09574,0.905274
0.528275,10,4.02287,0.83594
0.297197,10,4.14074,0.948089
0.580684,40,4.00302,0.817047
0.328093,30,4.13295,0.940671
1.06346,10,3.49455,0.33325
1.06706,25,3.52577,0.362958
0.163802,25,4.17957,0.985033
0.959547,35,3.66574,0.496133
0.677,40,3.93387,0.751256
0.863931,30,3.76231,0.588021
0.119201,10,4.18652,0.991646
0.334492,10,4.12619,0.934242
1.17058,20,3.3768,0.221214
1.02816,25,3.57393,0.408785
1.10017,25,3.48334,0.322587
0.380986,20,4.10896,0.917851
0.471874,10,4.05774,0.869112
1.00285,35,3.61665,0.449427
1.18328,15,3.34412,0.190122
0.730009,35,3.88921,0.708765
0.808722,40,3.82203,0.64484
0.55868,30,4.01445,0.827923
0.507572,30,4.04603,0.857976
1.20149,20,3.33268,0.179236
0.221503,15,4.1656,0.971745
0.509672,40,4.04718,0.859072
1.13478,30,3.44651,0.287545
0.0833008,35,4.19131,0.996208
1.22919,20,3.29211,0.140639
0.652396,40,3.95255,0.769026
0.0027,15,4.1953,0.999996
0.252003,20,4.15753,0.964061
1.20049,15,3.319,0.166223
0.0851009,40,4.19117,0.996069
0.330693,25,4.1312,0.939007
1.01306,20,3.58327,0.417671
1.01246,25,3.59285,0.426787
0.568582,20,4.00295,0.816986
1.13508,30,3.44611,0.287165
0.391185,35,4.10747,0.916434
0.284699,30,4.14835,0.955328
1.21849,10,3.27372,0.123142
0.285299,30,4.14815,0.95514
0.873733,25,3.74711,0.573556
1.24849,40,3.30204,0.150085
0.0261,30,4.1949,0.999623
0.104201,40,4.18911,0.994108
1.16208,35,3.41705,0.25951
0.191403,35,4.17427,0.979994
0.869232,15,3.7373,0.564228
0.369788,20,4.11396,0.92261
0.854629,25,3.76654,0.592048
1.08637,10,3.46387,0.304061
0.0206,10,4.19504,0.999749
0.344391,10,4.12204,0.930292
1.13418,20,3.42724,0.269213
0.774216,40,3.85326,0.674558
0.886635,20,3.72695,0.554378
0.768615,40,3.8582,0.679258
0.852729,10,3.7455,0.572027
0.209103,30,4.16997,0.975901
0.553479,15,4.00984,0.823538
1.08527,20,3.49242,0.331232
1.18148,35,3.39065,0.234397
0.509972,30,4.04462,0.856629
0.136902,35,4.18454,0.989763
0.992152,20,3.60838,0.441556
0.0550004,30,4.19355,0.99833
1.13318,25,3.43971,0.281073
0.954146,10,3.63175,0.463797
0.124302,30,4.18635,0.991481
0.0322,35,4.1947,0.999432
0.6743,40,3.93595,0.753239
0.573883,25,4.00218,0.816256
0.721207,15,3.88025,0.700239
0.680901,10,3.90874,0.72735
0.496171,15,4.04627,0.858199
0.160602,40,4.18059,0.986008
0.268201,35,4.15402,0.960721
0.991652,25,3.61746,0.4502
0.801921,15,3.80564,0.62925
0.995853,20,3.60397,0.437364
0.61849,15,3.96368,0.77962
0.119401,20,4.18682,0.991929
0.0046,25,4.19529,0.999988
0.656197,35,3.94805,0.764746
0.453477,35,4.07726,0.887692
1.05756,40,3.55579,0.39152
0.689202,25,3.91669,0.734907
0.974949,10,3.60681,0.440068
0.173702,10,4.17666,0.982265
1.21109,35,3.34951,0.195248
1.18648,30,3.37621,0.22066
0.0102,10,4.19524,0.999938
1.06536,20,3.5181,0.355666
1.22989,40,3.32868,0.175432
0.985151,35,3.63698,0.468773
0.947545,10,3.63955,0.471218
0.637893,35,3.96166,0.777699
0.691602,15,3.90562,0.724375
0.346991,10,4.12093,0.929235
1.23249,35,3.3191,0.166318
0.398084,25,4.1024,0.911609
0.455876,40,4.07681,0.887262
0.958447,30,3.66203,0.492608
0.157602,25,4.18074,0.986144
1.04536,15,3.53197,0.368862
1.11887,15,3.43483,0.276433
0.298497,35,4.14416,0.951346
0.521174,40,4.04042,0.852638
0.649395,15,3.93993,0.757024
0.958947,10,3.62604,0.458368
0.657097,30,3.94506,0.761901
0.395284,20,4.10236,0.911568
0.323894,15,4.13181,0.939587
1.11487,10,3.42475,0.26684
0.843028,25,3.77813,0.603077
0.973949,25,3.63799,0.469733
0.55828,15,4.00661,0.820462
0.42908,40,4.09034,0.90013
0.989352,20,3.6117,0.444717
0.501971,35,4.05066,0.862376
0.175202,15,4.17672,0.982321
0.910539,10,3.68225,0.511847
0.843728,15,3.76385,0.589489
1.18798,15,3.33729,0.183627
0.986051,15,3.60542,0.438745
1.02096,15,3.56273,0.398122
0.363189,10,4.11382,0.922473
0.689102,15,3.90771,0.726367
0.451477,15,4.07192,0.882604
0.551379,20,4.01442,0.827898
0.577083,35,4.00411,0.818089
1.09857,35,3.50028,0.338707
0.630492,30,3.96493,0.780808
0.294498,30,4.14506,0.9522
0.98035,40,3.64614,0.477489
1.17108,35,3.40486,0.247913
1.06616,20,3.51708,0.354693
1.24039,15,3.25928,0.109403
0.383786,25,4.10896,0.917846
0.261402,30,4.15572,0.96234
0.0377001,10,4.19442,0.999163
0.845428,25,3.77575,0.600808
0.291098,20,4.1449,0.952045
0.731309,15,3.87135,0.69177
1.14988,35,3.43341,0.275083
0.73631,10,3.86014,0.681101
0.630392,10,3.94972,0.766336
0.866331,35,3.76391,0.589546
0.42588,20,4.08741,0.897345
0.862131,15,3.74478,0.571338
1.21429,25,3.32681,0.173657
1.18108,10,3.32985,0.176542
0.667398,15,3.92556,0.743351
0.892436,35,3.73745,0.564363
0.496071,40,4.05499,0.866496
0.551079,30,4.01934,0.832576
0.547378,20,4.01704,0.830387
0.6794,10,3.91001,0.728551
0.723208,40,3.89691,0.716093
0.61689,25,3.97213,0.787664
0.437479,25,4.0831,0.893244
0.164402,15,4.17894,0.984433
0.137702,40,4.18449,0.989713
0.344191,35,4.12731,0.935309
1.11597,35,3.47795,0.317462
0.244804,35,4.16091,0.967276
0.380486,30,4.11144,0.920207
0.0382001,40,4.19447,0.999207
0.117801,30,4.18726,0.992349
0.499571,15,4.04422,0.856248
0.197303,35,4.17296,0.978741
0.319894,20,4.13443,0.942087
0.399584,35,4.10366,0.912806
0.582384,15,3.98995,0.804616
0.700104,25,3.90779,0.726443
1.14018,25,3.43028,0.272105
0.310496,15,4.13695,0.944482
0.562281,30,4.01211,0.825697
0.992352,35,3.62875,0.460946
0.666698,15,3.92613,0.74389
0.103101,25,4.18907,0.994068
0.139302,15,4.18355,0.988822
1.07307,25,3.51818,0.355734
0.559781,10,4.00168,0.81578
0.268601,15,4.15163,0.958454
0.79492,40,3.83469,0.656884
0.567382,35,4.01049,0.824157
0.733609,25,3.87957,0.699592
0.125502,15,4.18576,0.990927
1.14108,25,3.42907,0.270947
0.395984,15,4.10039,0.909696
0.801021,20,3.81323,0.636468
0.824324,30,3.80119,0.625017
1.17898,35,3.39408,0.237657
0.348791,20,4.12294,0.93115
0.148402,25,4.18239,0.987714
0.936543,25,3.68013,0.509826
0.970049,35,3.65404,0.485
0.831226,15,3.77657,0.601593
0.744411,20,3.86541,0.686121
1.14808,20,3.40817,0.251069
0.346991,25,4.12472,0.932846
0.0112,40,4.19523,0.999931
0.756313,15,3.84878,0.670296
0.542078,15,4.0174,0.830737
1.09157,35,3.50916,0.347157
0.0202,10,4.19505,0.999759
0.205703,30,4.17079,0.976678
0.606788,30,3.98194,0.796992
0.0224,30,4.19501,0.999722
0.697103,25,3.91025,0.728786
0.293198,20,4.14417,0.95135
0.312495,20,4.13722,0.944735
0.681301,20,3.91905,0.737151
0.391185,20,4.10428,0.913393
0.264802,35,4.15506,0.961711
0.0357,35,4.19457,0.999302
0.605388,25,3.98038,0.795514
1.23869,30,3.30194,0.149991
0.890235,35,3.73971,0.566515
0.0366,15,4.19449,0.999227
0.265002,30,4.15462,0.961296
0.0376001,35,4.19449,0.999226
0.755913,25,3.86005,0.681017
0.514673,10,4.03164,0.844283
1.07457,10,3.47976,0.319182
1.06886,10,3.48737,0.326425
0.0278,30,4.19485,0.999573
0.183803,40,4.17604,0.981674
0.680301,20,3.91986,0.737923
0.0755007,15,4.19185,0.996714
1.04186,10,3.52287,0.360197
0.512073,20,4.0393,0.851568
0.186203,30,4.17521,0.980889
0.61929,20,3.96709,0.782862
0.804321,20,3.81007,0.633459
0.497071,35,4.05347,0.865051
1.11057,20,3.45907,0.299496
0.132102,15,4.18473,0.989948
0.205103,10,4.16931,0.975275
0.830826,35,3.79863,0.622581
1.05296,30,3.55114,0.387096
0.360389,20,4.11805,0.926495
0.79802,40,3.83186,0.654197
0.0963011,25,4.18986,0.994825
0.861731,20,3.75296,0.579128
0.999554,25,3.60818,0.441366
0.986951,40,3.63869,0.4704
0.181302,30,4.17626,0.981882
0.623491,20,3.96398,0.779904
0.563281,40,4.01437,0.827854
0.572183,25,4.00333,0.817344
0.365488,30,4.11792,0.926374
0.510872,25,4.04228,0.854403
1.24249,40,3.31068,0.158305
0.802821,40,3.82747,0.650015
0.358389,15,4.11756,0.926032
0.304696,40,4.14238,0.949645
1.21809,20,3.30848,0.156215
0.457376,40,4.07603,0.886519
0.467175,20,4.06546,0.876465
0.957547,10,3.62771,0.459954
1.03596,30,3.57187,0.406826
0.104401,40,4.18908,0.994085
0.274,30,4.15181,0.958623
0.939944,30,3.6825,0.512079
0.624991,30,3.96894,0.78462
0.632093,20,3.95755,0.773784
0.611489,20,3.97281,0.788302
0.839227,40,3.79327,0.617476
0.206503,35,4.17083,0.976713
0.381686,20,4.10864,0.917549
1.08167,15,3.48485,0.324021
0.748512,35,3.87347,0.69379
